time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-0.0030882752423443214,0.0009732014278685918,9.987455928975624,4.479805391501422,3.475210315701659,0.0,-0.14630902199012147,0.026339508479191934,-0.4375516859907859,0.7319941708143574,0.6445735317062431,0.0,-231.1218442601257,-316.9315171364433,-209.54766796155957,311.97032751995425
0.12000000000000001,-0.004496824163788693,0.009936681538026274,9.949065391470729,0.1411081022441536,4.3859679647444025,0.0,0.15880607410731495,0.12719003312581217,-0.8445898114346508,-2.553047309228683,2.181683621194568,0.0,-187.9910418640246,-385.75149882040563,-544.1172525924554,237.06892777232332
0.18,0.009687787706642238,0.016597986483243475,9.877507553119518,0.8946790678061918,4.215050849394828,0.0,0.20926888395938692,0.014509023899490214,-1.6062710571863494,-2.884071504153162,4.91900645135953,0.0,-53.81364631431245,-460.75579550668175,-521.8585021291666,491.2314525817418
0.23999999999999996,0.02832424138415667,0.012296586132062392,9.76409203048229,1.0734220440439017,1.2470232708964417,0.0,0.4071311262780607,-0.1672828545395062,-2.0813895062528234,-3.7773383952111574,6.754207507859049,0.0,-238.32968836351256,-469.92031477584067,-532.8871585195519,457.0784382898652
0.3,0.047697174721436794,0.00501818227780805,9.623204917607278,1.0376838989700685,4.431105850128981,0.0,0.23253518895457032,-0.11930013672466815,-2.6385355915701423,-3.9298669993522184,7.794277809949802,0.0,-73.37962502404864,-361.41677764140115,-502.0539920025609,476.0691223480261
0.36000000000000004,0.07245373540090526,-0.003403579726540137,9.446883104755367,5.959747463524158,1.9832665512984438,0.0,0.5454527990109886,-0.18287683090537224,-3.163464426462018,-5.102191267627769,9.17308355882374,0.0,-30.610176571101395,-410.3024276031068,-434.88600850942714,292.11711502629
0.4200000000000001,0.09467846226364787,-0.012564781533351436,9.237069168334218,2.3168133626236695,4.209001813750353,0.0,0.26949831231691407,-0.05754796937734766,-3.747729369516626,-7.474149571453237,10.475587616907259,0.0,-62.1313553444728,-435.1800724342876,-486.91528657185233,172.2280202665361
0.48000000000000015,0.11851049763288221,-0.01783982574061658,8.996702920808003,2.3337178502876483,4.860314694363565,0.0,0.5322791949614015,-0.09869876790404378,-4.282062453342931,-7.711346035955529,10.422195557013858,0.0,-62.58380652038952,-326.5416712753784,-367.13483902913083,248.68074895517822
0.5400000000000001,0.16872426405428306,-0.018545565305864053,8.721893499508058,0.8905264092643783,2.839523281024647,0.0,1.1417890679661866,0.0732996763631684,-4.875869808330151,-9.619872488989547,11.810513163680888,0.0,-62.51592050496885,-470.50733771808865,-594.8449704663126,382.26079011547733
0.6000000000000002,0.23577160053432805,-0.025751581105242977,8.40615550832753,1.6250887332884192,3.7796692367318894,0.0,1.1561869378484055,-0.3337821284197025,-5.594317334922693,-10.016770108145703,11.64320916637161,0.0,58.16748934480977,-354.60770884215304,-504.6357222839612,364.68356848901425
0.6600000000000003,0.3163294701056795,-0.0517481268910015,8.054659699764365,1.2630758702066185,6.022949783940822,0.0,1.5492143392237696,-0.3775534163238522,-6.114673190677585,-10.186883865580915,12.070706544945105,0.0,-102.79631240352663,-421.1582085849593,-488.64048107652025,357.0136187317054
